the 0th hypergraph
415 534 571 742 
35 605 776 921 
154 261 454 776 
197 568 583 791 
80 163 262 901 
87 280 958 985 
581 644 734 798 
20 144 603 824 
55 80 359 732 
62 177 406 627 
76 166 188 721 
378 722 846 906 
0 621 676 807 
437 766 972 988 
8 167 340 724 
28 190 240 930 
99 503 624 754 
278 281 460 858 
415 479 730 760 
30 632 867 881 
53 140 205 549 
152 253 600 732 
237 534 808 950 
357 699 754 896 
100 373 409 740 
157 247 349 482 
94 105 379 899 
50 130 298 769 
61 103 294 642 
35 219 481 847 
21 140 751 906 
84 368 424 550 
175 465 639 771 
7 321 401 595 
72 868 907 997 
347 478 775 816 
71 159 527 759 
256 272 589 687 
13 312 433 813 
442 608 677 935 
389 505 733 801 
377 585 636 789 
269 298 338 438 
91 698 760 886 
157 332 395 754 
4 610 693 940 
412 538 738 919 
286 309 829 984 
92 193 200 657 
169 447 543 878 
424 614 759 983 
103 298 843 958 
417 666 953 969 
606 710 787 881 
208 828 841 867 
436 519 600 938 
358 488 866 914 
195 329 512 799 
414 471 680 996 
43 411 500 686 
350 610 640 651 
382 464 506 753 
286 483 484 874 
87 354 435 666 
13 128 466 738 
245 583 607 826 
24 251 975 980 
270 372 417 900 
369 376 468 522 
327 569 701 719 
28 127 395 919 
446 593 858 933 
294 301 836 868 
418 625 649 860 
269 332 335 799 
7 65 133 892 
20 791 859 932 
617 675 848 943 
485 566 601 737 
395 439 637 658 
30 516 595 968 
511 635 643 779 
188 558 814 879 
50 88 397 873 
143 254 465 725 
181 645 676 953 
208 240 649 950 
195 277 330 957 
149 207 765 782 
28 96 378 783 
21 266 340 598 
202 637 656 876 
173 551 600 797 
72 679 736 915 
0 295 632 985 
1 327 388 428 
320 530 736 762 
189 349 488 769 
120 470 961 979 
323 393 402 561 
708 728 796 843 
156 239 647 779 
366 678 826 910 
130 387 761 767 
139 359 909 951 
39 544 868 936 
83 237 633 688 
90 575 588 596 
251 525 564 685 
22 526 587 706 
498 830 887 929 
219 264 475 759 
778 810 916 994 
117 256 402 978 
111 167 736 921 
208 345 831 941 
370 656 812 872 
131 347 472 944 
638 753 800 930 
106 409 805 834 
37 315 589 668 
266 679 942 987 
103 210 426 498 
165 538 698 899 
302 607 634 845 
30 220 638 943 
468 559 787 861 
76 84 672 936 
56 141 829 885 
55 520 582 952 
451 474 665 773 
221 412 528 962 
295 366 779 819 
273 591 658 970 
356 371 676 970 
150 217 424 772 
421 737 821 906 
7 305 429 737 
11 182 483 997 
358 475 656 850 
61 732 807 952 
290 330 625 970 
174 205 460 948 
16 419 510 985 
345 587 942 966 
283 446 632 952 
2 279 585 817 
190 486 508 954 
487 508 812 986 
124 644 696 984 
299 350 524 606 
400 427 490 873 
225 351 869 969 
31 230 821 946 
0 667 684 737 
4 330 451 599 
62 71 400 623 
40 101 351 598 
202 488 650 924 
8 319 587 995 
56 232 752 754 
179 764 820 948 
625 719 747 870 
81 170 611 911 
296 376 561 738 
290 467 524 900 
27 348 515 707 
276 736 888 902 
487 510 948 963 
200 761 972 996 
22 170 314 467 
148 176 427 958 
110 221 618 857 
298 686 716 989 
26 229 711 892 
515 795 837 947 
155 648 812 915 
19 159 258 549 
574 699 875 876 
178 207 594 964 
308 575 857 920 
21 219 590 630 
155 247 603 822 
573 644 775 999 
628 645 718 730 
105 202 356 657 
693 783 811 966 
76 488 567 922 
127 143 397 965 
453 553 689 986 
119 374 697 699 
8 278 485 944 
15 167 780 869 
295 815 834 837 
493 564 647 793 
90 171 432 445 
56 390 527 783 
293 654 694 873 
334 584 696 877 
0 156 800 867 
125 338 516 714 
66 223 469 626 
36 188 488 505 
197 269 810 915 
90 198 462 542 
398 495 591 854 
11 222 481 900 
222 354 495 679 
196 326 524 982 
226 451 455 590 
787 801 854 938 
22 27 414 485 
75 234 738 789 
10 341 517 691 
91 261 370 495 
16 41 196 964 
343 534 687 959 
103 269 443 963 
139 157 184 353 
307 663 757 882 
29 376 490 766 
97 101 178 383 
48 193 689 802 
283 723 799 969 
48 173 536 990 
11 140 412 978 
41 277 653 654 
233 595 704 941 
450 553 566 629 
438 640 860 952 
23 513 704 739 
128 407 569 766 
29 281 984 989 
122 210 292 878 
110 187 752 825 
18 80 263 389 
249 292 472 695 
44 140 340 620 
34 433 704 882 
295 443 727 964 
204 277 297 446 
162 460 580 729 
139 181 253 754 
207 335 422 541 
155 163 511 651 
731 795 829 930 
24 180 233 784 
305 431 449 840 
186 616 718 827 
449 683 702 796 
287 498 523 902 
125 134 516 793 
26 111 514 581 
362 443 457 948 
30 35 154 395 
181 254 619 784 
45 764 836 968 
499 540 617 980 
253 302 693 971 
391 525 887 953 
352 490 544 949 
85 306 906 971 
43 218 477 570 
316 613 631 656 
165 260 456 665 
246 497 573 580 
188 200 325 857 
48 57 486 850 
16 305 734 781 
384 478 700 828 
163 478 653 741 
386 748 765 834 
37 327 466 713 
187 283 489 715 
327 383 454 764 
506 628 701 996 
165 500 664 896 
23 338 784 802 
135 163 176 398 
310 936 945 960 
350 423 738 869 
200 431 746 801 
87 278 512 649 
239 387 483 909 
409 706 750 832 
723 805 807 845 
322 654 753 978 
35 693 838 941 
105 414 661 858 
203 667 747 807 
229 381 633 658 
348 362 861 879 
280 394 581 591 
366 663 770 930 
472 624 705 947 
55 263 581 813 
73 117 287 475 
16 59 530 726 
108 487 512 777 
241 257 573 705 
171 252 490 763 
212 270 409 437 
230 418 452 952 
21 430 641 707 
63 269 858 941 
277 283 598 695 
242 279 711 722 
7 313 417 527 
106 126 315 467 
148 257 377 949 
83 136 590 602 
352 534 877 945 
335 451 846 901 
33 181 291 834 
42 77 634 831 
85 682 814 845 
383 431 713 873 
15 306 688 758 
73 232 387 896 
466 742 800 949 
111 118 183 622 
106 560 851 986 
247 361 630 969 
354 537 742 801 
75 486 505 929 
604 649 830 851 
44 270 446 645 
334 812 814 913 
338 402 651 868 
180 251 272 318 
106 117 204 690 
168 552 828 925 
89 155 644 946 
153 390 785 968 
143 397 506 569 
318 741 896 968 
64 319 661 877 
21 55 536 635 
57 90 503 549 
20 320 425 820 
47 49 343 809 
213 321 461 678 
331 740 843 901 
58 120 547 830 
0 213 288 965 
115 402 418 977 
92 238 667 749 
259 295 473 888 
234 501 570 726 
127 223 490 545 
183 775 806 980 
96 821 848 950 
395 517 714 920 
281 537 606 624 
10 54 232 628 
288 324 500 950 
423 641 775 779 
182 501 780 846 
248 378 577 771 
148 398 934 970 
223 593 863 978 
46 481 693 974 
242 265 720 847 
52 269 520 766 
82 232 380 448 
229 311 317 612 
139 215 462 938 
443 467 699 739 
449 471 808 909 
236 350 578 700 
442 535 653 831 
104 134 195 921 
377 548 569 720 
309 386 599 659 
26 383 767 882 
364 648 681 725 
47 276 609 724 
495 646 815 956 
165 642 715 926 
43 603 792 848 
142 274 871 980 
341 665 708 825 
58 399 476 718 
284 315 357 686 
132 307 579 917 
383 468 787 918 
250 400 409 563 
281 526 806 944 
133 304 414 477 
159 374 583 899 
98 130 537 623 
154 243 757 993 
505 589 799 800 
227 277 571 946 
178 243 655 687 
27 141 379 948 
383 606 744 895 
153 182 388 866 
572 706 812 907 
72 169 245 547 
270 520 601 688 
179 479 833 952 
326 408 875 993 
162 216 420 680 
224 231 417 438 
42 483 821 943 
124 310 452 542 
40 596 835 849 
466 531 564 627 
66 365 707 774 
30 477 480 701 
176 181 388 549 
437 542 915 968 
178 403 548 662 
153 171 530 912 
206 272 307 393 
99 645 867 955 
172 610 755 938 
195 238 638 986 
191 426 560 568 
410 492 725 826 
170 865 898 985 
64 226 407 669 
556 557 662 901 
218 544 588 724 
59 178 339 472 
227 377 976 996 
210 754 823 976 
74 413 678 997 
461 608 861 869 
21 30 571 722 
126 220 236 769 
171 631 641 701 
246 461 585 979 
408 454 744 895 
160 442 726 891 
157 334 674 907 
271 380 636 840 
123 362 392 453 
32 52 147 799 
89 641 649 848 
312 835 896 910 
134 321 482 991 
115 377 912 924 
35 159 230 722 
265 291 525 991 
235 459 870 885 
129 397 625 632 
332 366 795 897 
384 717 734 754 
287 401 482 870 
419 497 737 839 
20 509 796 960 
12 94 242 859 
483 727 792 882 
127 204 539 655 
693 728 840 852 
244 647 691 828 
237 247 453 762 
106 402 427 908 
378 650 777 889 
14 605 767 928 
291 361 435 762 
281 472 670 710 
155 186 258 376 
5 363 723 928 
8 31 189 743 
366 448 553 576 
391 808 816 823 
15 328 444 929 
4 103 549 760 
16 45 331 431 
119 253 515 938 
214 504 889 902 
50 272 345 516 
94 397 459 638 
144 361 557 975 
30 96 611 983 
114 119 367 892 
194 277 364 451 
48 429 635 910 
246 634 853 980 
404 932 960 994 
140 458 553 729 
38 57 248 975 
81 555 673 943 
368 441 726 857 
330 353 510 664 
547 587 876 920 
72 659 908 959 
95 557 718 729 
170 609 837 875 
408 714 902 984 
31 711 722 994 
384 718 793 835 
25 69 83 736 
164 600 697 808 
31 455 813 932 
28 490 637 856 
12 189 324 334 
173 660 855 931 
595 693 773 925 
24 284 524 719 
258 416 670 934 
103 426 459 999 
110 755 825 941 
316 467 941 946 
221 487 729 775 
151 361 487 708 
9 644 649 748 
263 345 685 848 
241 378 761 900 
94 302 878 895 
158 237 628 993 
16 53 216 618 
288 337 504 782 
125 415 520 911 
373 704 799 912 
237 664 876 879 
142 293 773 927 
61 363 380 994 
241 381 531 726 
226 282 416 419 
215 461 688 988 
548 659 917 937 
529 874 878 914 
158 478 488 825 
495 570 718 905 
836 860 900 986 
133 335 727 860 
19 384 542 548 
399 699 729 930 
237 431 598 932 
205 298 707 979 
578 848 857 890 
387 541 623 757 
30 64 84 818 
150 304 790 827 
73 475 536 952 
31 329 422 431 
192 204 241 319 
366 556 726 818 
523 555 743 995 
318 344 709 755 
10 740 756 971 
39 493 531 581 
406 711 727 856 
74 405 702 833 
46 419 814 826 
106 424 583 618 
454 511 557 806 
165 492 632 700 
41 377 671 908 
111 359 433 546 
13 130 151 991 
91 502 747 770 
441 743 968 973 
38 238 283 601 
383 603 736 829 
414 593 927 991 
37 464 710 842 
122 444 788 935 
14 316 633 910 
135 515 638 844 
149 189 259 368 
0 19 656 698 
49 77 188 558 
107 457 540 640 
660 670 764 956 
113 224 670 860 
68 474 587 754 
34 201 210 387 
89 367 448 574 
55 760 933 969 
479 549 721 808 
469 582 718 907 
95 114 572 818 
617 735 889 974 
237 533 626 816 
346 347 543 781 
224 282 681 703 
34 149 821 929 
129 297 586 873 
300 433 975 977 
534 592 732 886 
102 240 486 496 
143 181 454 689 
58 362 671 790 
410 420 423 486 
151 509 535 929 
18 29 821 866 
349 437 632 973 
68 339 466 642 
273 546 648 767 
11 103 955 990 
135 150 455 744 
395 697 715 957 
26 219 608 672 
274 306 775 911 
472 607 882 937 
250 591 596 745 
30 582 595 966 
744 807 840 892 
62 354 375 792 
56 851 857 961 
215 570 770 940 
2 255 557 869 
39 243 502 550 
90 104 107 311 
211 528 641 900 
267 332 693 811 
292 401 410 448 
291 345 388 853 
113 395 619 963 
154 407 529 538 
712 755 819 841 
10 39 798 942 
288 458 515 516 
25 216 479 900 
24 195 396 483 
139 410 659 827 
411 695 792 822 
55 315 457 483 
172 202 268 512 
175 735 841 920 
105 345 386 992 
16 303 351 997 
0 484 687 943 
14 245 529 851 
77 365 600 633 
460 515 601 837 
137 212 368 860 
585 777 809 908 
219 506 739 857 
20 442 597 876 
248 389 429 921 
63 143 942 981 
297 427 449 998 
168 682 941 987 
693 803 918 933 
175 266 623 801 
419 540 546 940 
29 285 566 795 
87 145 188 492 
189 297 545 771 
48 375 424 780 
0 145 359 744 
119 224 465 907 
7 127 165 778 
452 624 851 938 
266 622 919 952 
112 140 331 995 
88 374 572 982 
120 310 448 833 
96 100 175 247 
98 197 608 652 
91 257 468 832 
143 296 433 659 
56 556 592 641 
253 459 504 519 
67 228 469 830 
374 506 846 948 
212 492 790 962 
83 273 502 756 
96 165 313 676 
188 281 663 962 
133 170 452 502 
108 378 653 672 
218 393 583 603 
562 614 807 978 
319 595 597 887 
235 333 425 612 
40 657 714 849 
146 193 609 634 
31 473 524 864 
330 414 466 836 
556 895 914 926 
22 232 779 848 
13 138 716 839 
107 289 502 600 
106 127 326 473 
171 304 431 473 
13 209 385 413 
191 406 473 810 
23 275 566 744 
9 45 155 966 
68 161 434 967 
671 717 944 994 
5 383 543 774 
573 646 697 940 
454 560 718 755 
201 282 493 993 
21 91 826 894 
322 444 497 745 
21 116 510 892 
80 95 198 479 
255 284 317 408 
227 344 647 990 
68 572 738 902 
5 46 596 789 
165 585 603 748 
222 379 445 599 
196 260 388 755 
93 100 267 374 
109 294 529 616 
230 419 515 687 
119 625 747 956 
499 754 774 996 
416 557 590 999 
95 357 415 458 
207 394 505 947 
38 154 703 847 
141 573 585 802 
383 635 868 937 
165 212 750 927 
399 611 631 854 
238 320 586 785 
6 35 270 319 
7 110 516 962 
269 317 942 985 
30 90 294 635 
38 733 840 890 
138 222 427 543 
249 253 430 897 
471 585 714 877 
83 340 377 449 
42 56 312 603 
130 228 530 690 
16 552 732 799 
260 653 734 755 
230 541 599 791 
344 531 695 810 
23 84 723 725 
13 352 587 831 
193 859 887 922 
92 468 885 983 
294 391 438 661 
93 131 891 893 
31 426 735 766 
17 205 425 447 
15 211 712 900 
8 67 657 708 
415 421 538 664 
742 812 818 973 
184 323 685 710 
139 758 887 982 
15 16 357 830 
361 362 485 736 
488 651 656 976 
269 295 718 968 
64 282 416 723 
286 345 887 977 
77 228 456 876 
204 537 864 975 
254 562 865 926 
759 771 894 989 
145 179 530 976 
152 181 294 448 
98 295 538 916 
845 858 903 996 
124 132 549 942 
106 264 301 444 
439 672 806 904 
275 586 719 725 
98 111 211 701 
334 380 767 833 
156 714 756 789 
255 367 527 614 
241 577 632 947 
326 423 594 751 
84 144 250 634 
45 644 691 833 
174 287 912 992 
158 237 663 900 
185 514 551 790 
33 50 753 942 
644 706 737 888 
5 470 477 542 
315 437 741 984 
253 343 622 822 
308 315 397 759 
17 366 961 992 
234 292 445 566 
51 115 198 582 
154 242 331 831 
359 391 504 788 
392 572 904 958 
175 200 599 755 
198 627 710 903 
51 98 699 828 
188 604 804 987 
4 264 456 575 
281 299 375 377 
112 268 676 991 
3 318 381 474 
18 224 297 630 
213 289 531 791 
74 340 823 938 
79 176 299 308 
11 212 401 984 
20 99 440 460 
32 39 283 444 
276 534 682 786 
88 117 803 969 
146 194 283 387 
353 461 552 738 
28 75 283 570 
576 700 859 992 
143 441 597 953 
149 287 723 797 
295 356 407 987 
330 441 816 926 
63 535 749 758 
46 483 548 672 
397 429 512 527 
116 239 491 921 
128 602 639 652 
194 201 820 907 
97 170 419 719 
379 445 457 724 
170 330 559 804 
242 281 672 685 
262 351 372 949 
188 436 795 865 
36 120 258 932 
25 173 312 635 
251 446 878 984 
71 223 564 580 
97 344 633 688 
138 638 712 855 
374 574 588 596 
370 375 445 483 
51 370 944 964 
38 253 804 832 
167 351 879 885 
5 325 368 525 
170 225 429 637 
38 500 823 939 
335 402 672 855 
189 355 895 967 
153 692 709 920 
85 254 720 931 
399 408 571 922 
137 200 676 981 
622 636 920 961 
115 364 784 821 
286 350 754 946 
100 631 707 889 
86 474 769 882 
14 350 412 672 
44 432 641 703 
152 388 425 981 
76 276 714 766 
84 435 738 985 
184 579 614 988 
28 32 771 827 
431 673 696 709 
28 184 440 851 
224 327 746 849 
23 659 848 931 
4 61 579 776 
53 333 348 361 
237 284 772 787 
311 426 547 609 
214 360 637 928 
26 28 164 378 
235 256 427 864 
384 431 898 907 
86 117 655 918 
37 391 405 854 
276 320 502 858 
48 617 683 905 
155 178 531 686 
47 507 714 746 
234 395 897 925 
208 227 330 728 
30 203 215 836 
129 374 770 978 
28 187 419 969 
277 663 934 944 
123 290 329 659 
490 589 853 948 
586 640 692 896 
699 742 811 971 
439 620 741 881 
33 467 831 981 
246 556 606 919 
114 229 266 996 
109 228 439 739 
153 529 685 876 
228 517 636 778 
4 628 644 866 
112 123 381 482 
118 181 475 943 
57 147 251 468 
81 102 260 822 
202 602 948 950 
340 495 515 915 
80 357 479 529 
148 263 749 878 
115 393 630 934 
285 497 896 900 
290 420 715 717 
542 601 653 936 
171 255 554 617 
435 480 791 884 
366 862 932 992 
212 324 649 791 
525 576 753 757 
55 302 486 563 
1 335 708 756 
77 78 362 838 
403 459 782 938 
227 466 795 936 
363 755 783 878 
571 690 810 920 
76 414 543 946 
20 543 652 896 
326 455 581 714 
140 379 509 825 
224 401 608 732 
318 358 471 975 
4 314 720 978 
209 697 762 878 
156 195 211 453 
308 553 889 903 
171 471 842 981 
96 253 587 817 
87 133 716 737 
303 663 717 951 
199 301 469 834 
73 226 622 987 
49 456 677 875 
213 743 873 988 
101 636 707 817 
558 624 630 815 
488 707 715 860 
627 664 670 878 
8 236 277 705 
101 364 410 490 
380 400 679 822 
533 558 717 768 
277 280 502 734 
97 121 612 761 
359 433 600 756 
41 246 288 978 
213 290 339 450 
188 217 617 848 
132 585 781 967 
362 825 961 971 
230 374 703 842 
106 268 320 455 
26 491 790 895 
84 133 554 923 
253 364 593 705 
297 303 314 657 
251 290 502 803 
249 446 894 960 
126 243 557 994 
213 386 509 702 
107 205 365 606 
6 121 136 928 
48 74 130 549 
44 144 198 875 
23 315 637 876 
79 333 929 933 
64 381 508 888 
671 675 754 905 
86 297 773 862 
301 329 396 426 
204 604 754 811 
122 273 280 376 
25 184 495 679 
119 597 720 968 
74 579 648 725 
313 478 721 933 
260 309 732 948 
55 455 550 775 
1 420 732 878 
30 281 428 579 
231 309 635 844 
160 426 688 792 
38 525 546 889 
179 347 616 739 
16 77 679 917 
323 328 474 694 
36 424 814 899 
356 580 804 981 
222 255 550 699 
2 12 750 924 
243 525 679 949 
73 125 293 536 
210 330 631 841 
16 211 845 900 
300 332 467 951 
76 132 426 630 
47 266 611 645 
262 353 521 666 
39 536 555 655 
314 423 681 914 
142 448 576 890 
452 527 572 899 
348 486 566 645 
238 436 518 809 
406 602 702 822 
330 422 661 909 
244 265 306 977 
468 672 758 822 
251 522 537 860 
236 731 732 749 
313 705 871 946 
370 733 879 935 
4 227 275 831 
164 447 798 886 
269 361 591 843 
299 598 702 775 
0 29 69 239 
118 343 382 913 
95 217 226 504 
25 367 752 803 
137 199 870 929 
156 218 443 805 
180 565 569 760 
24 491 904 998 
493 636 664 797 
286 801 945 956 
53 105 622 769 
113 156 376 459 
the 46th hypergraph
651 698 700 893 
367 470 555 987 
65 369 408 900 
4 603 809 878 
253 336 796 883 
116 682 840 925 
203 227 792 808 
254 421 556 589 
39 173 484 765 
89 151 315 371 
269 291 305 629 
98 199 297 728 
9 236 664 684 
198 515 691 742 
163 185 678 979 
139 435 444 584 
70 503 673 689 
369 393 541 624 
0 85 416 985 
8 130 714 743 
30 155 322 995 
397 399 553 912 
75 193 826 835 
270 949 965 966 
671 871 925 991 
151 837 842 992 
313 325 501 922 
317 336 406 819 
453 551 737 773 
127 447 905 989 
505 521 608 867 
515 530 848 986 
1 69 650 861 
186 202 970 996 
679 680 751 950 
342 460 573 587 
417 585 647 943 
353 401 527 675 
41 251 858 945 
6 410 467 993 
305 315 542 812 
593 737 798 852 
442 449 596 906 
97 378 490 946 
100 235 518 757 
444 710 780 809 
70 131 495 917 
123 469 619 919 
298 560 856 966 
133 289 341 565 
5 90 107 374 
46 348 539 877 
141 267 500 840 
448 572 819 851 
130 153 313 841 
394 768 866 921 
146 202 563 822 
346 350 452 953 
46 233 492 769 
397 520 560 998 
47 146 236 850 
48 314 668 955 
679 689 757 921 
265 305 398 539 
65 103 819 852 
336 481 638 718 
42 259 277 731 
33 106 341 473 
197 647 937 960 
103 297 305 827 
100 150 171 383 
432 479 904 994 
7 266 328 474 
53 101 306 540 
184 750 915 947 
54 121 449 660 
209 308 736 881 
178 301 787 815 
358 674 787 859 
16 84 893 988 
329 711 811 845 
12 479 915 986 
77 790 872 895 
113 327 355 544 
118 345 412 465 
235 865 877 928 
684 758 868 909 
97 284 658 819 
127 495 509 974 
23 428 549 566 
88 276 685 901 
294 361 553 554 
4 273 714 852 
145 475 696 735 
32 391 667 788 
376 504 535 799 
386 546 679 760 
144 280 509 946 
206 240 625 786 
517 612 659 744 
92 307 626 705 
114 580 689 728 
149 294 478 725 
46 122 533 590 
135 156 908 929 
488 571 644 924 
173 192 389 823 
128 269 403 874 
222 516 640 939 
513 745 850 930 
338 441 546 782 
104 348 752 966 
28 360 565 998 
46 348 504 876 
46 328 554 949 
203 253 262 699 
324 335 381 506 
243 464 709 781 
236 288 461 513 
193 370 524 975 
151 160 757 784 
262 814 907 928 
45 310 423 740 
478 620 679 988 
129 269 522 868 
353 634 764 778 
15 464 601 908 
361 650 854 910 
34 440 762 799 
259 764 817 985 
256 529 779 991 
261 597 763 982 
29 81 93 214 
254 357 543 944 
117 572 634 766 
311 364 494 938 
