the 0th hypergraph
360 638 861 
220 351 554 
6 492 989 
76 499 533 
89 359 642 
303 624 960 
51 622 721 
281 689 690 
303 357 856 
554 753 982 
172 342 651 
485 568 787 
126 574 670 
302 495 689 
328 570 817 
288 720 987 
249 341 721 
288 331 691 
130 301 608 
765 788 808 
830 831 852 
693 746 993 
21 488 892 
100 304 570 
47 876 974 
229 332 384 
102 342 945 
426 704 975 
289 809 870 
75 86 383 
328 352 806 
29 416 566 
35 668 828 
76 496 797 
231 291 454 
129 692 841 
167 312 515 
281 283 433 
332 605 737 
292 527 716 
134 347 812 
315 383 804 
195 253 262 
185 560 970 
280 354 490 
557 592 779 
444 787 918 
379 625 808 
351 555 666 
324 482 851 
145 670 894 
191 257 472 
9 331 547 
154 209 214 
84 610 815 
82 678 782 
445 450 771 
48 91 968 
126 392 932 
153 367 610 
472 580 794 
155 854 867 
362 594 621 
224 622 807 
255 299 619 
147 328 518 
256 638 834 
110 508 697 
478 529 672 
200 319 378 
483 583 786 
384 595 655 
294 395 656 
120 852 994 
the 35th hypergraph
103 235 913 
356 357 854 
107 709 743 
569 889 949 
336 407 728 
418 521 713 
105 283 868 
43 166 726 
55 493 893 
1 178 994 
4 205 630 
226 298 892 
252 680 838 
30 238 486 
822 835 867 
363 686 807 
88 280 436 
350 471 637 
660 795 969 
268 352 907 
123 364 894 
22 452 545 
186 406 518 
675 743 988 
573 893 943 
48 422 977 
479 710 736 
243 506 975 
32 774 838 
22 709 764 
55 519 696 
184 683 935 
274 605 838 
113 394 660 
147 532 820 
675 784 849 
78 704 943 
396 666 984 
771 778 970 
138 674 694 
372 797 813 
462 752 863 
456 605 691 
131 399 511 
249 806 874 
603 657 972 
135 352 790 
376 544 966 
456 929 964 
316 440 975 
408 438 811 
302 401 900 
152 373 499 
113 306 478 
239 282 993 
520 587 946 
205 874 987 
463 472 485 
23 325 597 
429 586 780 
736 870 899 
280 425 983 
100 535 691 
193 411 583 
291 353 516 
197 341 622 
49 816 959 
130 619 705 
12 441 927 
587 601 769 
201 349 659 
58 515 706 
32 77 232 
376 827 978 
78 189 390 
4 133 367 
506 530 896 
262 326 732 
50 79 473 
242 345 492 
97 678 800 
271 435 875 
222 509 564 
42 428 890 
70 74 930 
378 574 595 
858 960 973 
102 125 390 
211 247 898 
394 662 951 
841 899 986 
46 204 967 
260 320 660 
492 618 845 
71 837 856 
492 750 850 
247 286 839 
513 679 978 
275 522 793 
215 801 836 
59 201 584 
13 163 189 
32 50 907 
141 175 393 
16 649 776 
453 490 570 
225 427 724 
454 615 863 
295 325 685 
56 375 399 
111 311 473 
306 378 540 
54 192 694 
248 631 887 
211 351 775 
101 139 556 
128 302 825 
76 174 217 
307 413 476 
35 626 710 
360 402 755 
526 877 928 
64 429 841 
17 125 395 
400 598 713 
481 493 589 
399 716 896 
200 207 495 
257 594 677 
235 286 648 
349 795 938 
539 672 780 
413 627 736 
405 428 479 
132 163 210 
51 148 542 
358 504 901 
215 219 861 
142 578 959 
717 741 764 
435 567 677 
431 644 949 
249 274 983 
126 366 601 
352 404 558 
114 157 553 
487 801 932 
258 404 748 
44 140 904 
561 630 829 
477 702 727 
386 558 846 
129 155 453 
79 522 734 
342 383 865 
11 777 877 
158 245 751 
427 613 767 
106 482 584 
73 299 986 
5 368 726 
108 339 707 
40 344 408 
471 629 793 
96 330 397 
220 542 764 
81 604 624 
319 402 683 
356 733 986 
95 721 962 
3 349 659 
458 532 698 
664 680 771 
351 462 573 
115 293 723 
186 951 981 
206 348 940 
242 324 681 
85 671 758 
422 704 842 
105 531 833 
163 680 919 
690 731 790 
257 597 768 
441 484 985 
608 860 928 
156 413 446 
54 429 735 
88 549 950 
20 532 651 
345 742 748 
174 303 370 
156 176 542 
189 297 357 
115 548 660 
322 548 629 
201 293 327 
197 482 729 
444 627 960 
346 723 903 
143 369 501 
96 354 366 
16 616 631 
580 901 999 
163 735 877 
304 391 672 
78 712 881 
106 751 757 
684 852 995 
247 559 942 
392 439 908 
123 460 955 
354 572 679 
28 41 365 
276 617 770 
258 816 969 
5 345 639 
54 90 546 
61 85 929 
162 236 301 
899 925 991 
468 566 933 
858 872 975 
15 566 756 
7 141 891 
41 135 434 
37 84 305 
564 729 764 
270 461 895 
371 817 868 
137 358 515 
36 241 418 
302 615 948 
32 336 663 
27 201 319 
269 484 900 
25 416 544 
42 298 366 
718 749 885 
213 366 598 
68 643 824 
199 276 683 
245 256 665 
28 356 607 
85 417 797 
369 440 869 
24 293 673 
650 803 823 
3 437 695 
103 104 580 
762 809 847 
634 869 890 
315 516 628 
340 435 855 
54 173 395 
33 477 801 
376 617 942 
350 838 998 
165 362 815 
662 742 768 
45 217 390 
21 399 508 
358 475 947 
194 592 724 
328 602 831 
105 422 780 
23 131 214 
644 772 886 
304 543 743 
60 417 488 
22 140 540 
116 939 982 
121 225 477 
98 503 710 
421 511 652 
107 446 662 
25 182 456 
41 148 719 
132 319 334 
75 131 941 
498 545 698 
278 540 778 
109 488 560 
38 104 368 
418 512 754 
269 600 881 
200 591 879 
286 401 937 
346 355 665 
26 770 818 
170 261 429 
268 769 935 
533 591 889 
408 680 794 
518 561 603 
71 192 216 
61 352 930 
428 876 935 
14 506 563 
112 589 639 
78 291 696 
69 534 586 
36 195 669 
259 368 646 
329 509 764 
132 240 680 
292 478 804 
559 615 629 
440 468 633 
146 231 772 
244 266 631 
249 944 978 
605 649 886 
201 315 939 
0 209 869 
215 654 723 
69 133 223 
319 574 951 
611 633 913 
215 300 610 
208 610 825 
392 719 907 
258 562 992 
571 874 926 
118 200 874 
422 555 635 
16 54 608 
265 455 482 
330 861 866 
170 697 736 
88 232 506 
151 153 311 
314 674 981 
147 574 652 
300 309 505 
48 234 921 
143 188 814 
95 610 793 
278 611 896 
34 622 721 
150 206 368 
213 614 722 
206 411 556 
1 505 843 
144 905 953 
283 473 746 
269 641 886 
530 689 860 
2 601 612 
578 664 857 
168 647 899 
298 508 706 
334 809 833 
168 231 665 
8 617 725 
30 167 327 
118 184 410 
11 548 985 
39 839 925 
129 576 678 
125 461 932 
358 445 447 
420 656 679 
161 423 513 
399 737 876 
38 259 264 
323 498 633 
686 853 984 
14 118 481 
191 829 982 
294 417 527 
191 462 474 
17 520 599 
246 900 938 
488 535 835 
22 279 715 
120 528 842 
146 338 440 
25 216 696 
55 79 289 
232 796 997 
427 741 990 
721 745 880 
431 843 921 
117 242 449 
87 208 336 
308 335 495 
186 786 820 
29 215 840 
236 661 892 
206 331 335 
71 149 780 
31 653 838 
57 305 691 
381 537 538 
267 727 787 
143 551 651 
18 418 465 
150 715 967 
141 401 716 
387 913 942 
188 193 204 
329 360 830 
273 307 854 
35 74 231 
207 416 884 
433 505 963 
230 324 332 
254 261 713 
142 525 547 
165 519 725 
556 805 911 
99 299 480 
75 620 687 
68 308 720 
52 91 812 
424 828 883 
301 351 388 
114 259 694 
245 517 949 
487 535 756 
644 653 896 
88 484 712 
287 671 997 
451 542 656 
199 731 747 
100 162 225 
399 560 654 
278 381 465 
97 146 555 
266 315 555 
497 554 863 
38 606 810 
660 833 862 
134 165 280 
118 174 441 
47 51 605 
129 664 930 
801 887 939 
250 529 772 
198 783 919 
401 820 827 
233 465 743 
30 524 857 
334 453 957 
427 767 832 
284 593 852 
122 189 197 
548 842 962 
119 430 627 
239 340 485 
434 518 647 
96 263 630 
87 152 825 
98 516 996 
174 253 684 
606 867 982 
22 230 436 
318 366 811 
85 714 971 
328 510 584 
29 178 437 
147 372 603 
309 363 726 
435 484 964 
128 455 884 
49 771 822 
50 149 891 
128 188 301 
3 108 468 
102 982 995 
132 198 806 
283 392 489 
166 214 223 
23 301 878 
89 147 706 
18 903 967 
364 409 433 
494 505 750 
490 686 933 
175 292 440 
224 276 584 
307 774 925 
168 297 724 
18 526 597 
521 669 953 
280 312 869 
140 191 766 
278 475 505 
460 831 915 
241 334 389 
487 619 920 
661 798 924 
128 149 676 
112 353 931 
449 593 735 
96 151 560 
211 709 851 
523 668 982 
62 897 914 
57 124 884 
166 444 653 
108 483 537 
69 385 480 
69 616 762 
45 290 429 
136 460 734 
8 94 170 
452 461 878 
295 520 528 
287 588 755 
282 689 912 
145 619 991 
98 610 972 
32 461 891 
236 444 960 
406 606 610 
81 127 300 
17 128 553 
51 101 801 
67 265 545 
353 515 597 
158 520 791 
77 603 731 
105 345 910 
188 884 964 
426 557 737 
596 657 743 
192 444 857 
364 817 887 
610 888 950 
86 187 280 
310 560 769 
119 211 584 
121 136 256 
117 647 980 
66 213 496 
537 748 980 
139 252 979 
480 849 899 
122 666 813 
691 722 759 
3 304 908 
260 688 989 
281 496 603 
169 354 537 
102 217 296 
39 236 835 
73 269 584 
190 297 819 
197 413 663 
68 391 703 
236 743 967 
363 575 868 
502 770 809 
75 118 377 
179 548 670 
347 548 897 
384 392 449 
271 602 725 
33 511 635 
117 147 557 
322 515 792 
535 855 973 
301 706 947 
87 534 788 
76 515 765 
167 456 523 
7 394 523 
281 846 937 
185 482 838 
148 634 663 
187 421 662 
212 320 802 
46 158 419 
254 694 773 
608 816 859 
645 813 977 
24 34 382 
155 316 587 
47 101 989 
223 320 544 
185 508 747 
397 677 741 
103 495 667 
65 233 515 
81 577 812 
80 773 841 
8 459 749 
785 795 986 
165 906 970 
60 407 862 
118 945 991 
398 598 739 
229 766 792 
145 733 781 
12 233 778 
656 781 995 
409 451 580 
486 569 646 
54 774 855 
291 308 919 
577 809 846 
383 705 742 
293 709 979 
94 120 332 
301 439 735 
142 397 880 
128 377 532 
116 367 444 
402 584 994 
477 606 636 
102 482 788 
293 404 923 
58 133 849 
85 207 729 
80 278 395 
524 858 993 
154 832 984 
148 542 800 
186 602 851 
42 347 973 
648 679 846 
555 650 908 
373 508 673 
156 756 969 
307 485 708 
218 493 606 
317 541 685 
23 328 369 
429 732 741 
126 544 989 
245 749 974 
124 297 717 
415 474 738 
465 625 832 
264 679 712 
147 515 588 
265 324 373 
260 757 866 
147 496 765 
178 266 362 
335 351 752 
342 596 831 
141 547 611 
3 469 909 
20 405 850 
8 227 589 
128 166 374 
279 404 526 
6 76 638 
155 276 614 
392 788 993 
204 702 728 
385 575 592 
351 369 582 
358 431 662 
313 691 753 
7 547 786 
185 680 758 
90 832 914 
8 482 547 
529 703 945 
48 561 828 
475 713 928 
146 736 823 
879 972 985 
299 653 684 
10 109 862 
116 300 638 
9 579 700 
4 164 403 
198 517 742 
362 724 812 
90 319 451 
653 726 771 
495 547 910 
130 619 667 
463 466 683 
336 919 947 
41 304 476 
185 413 449 
343 453 612 
334 454 500 
725 876 943 
545 561 903 
171 252 778 
734 883 959 
179 408 693 
616 794 870 
77 403 582 
245 323 353 
325 546 868 
40 46 98 
479 787 978 
291 615 784 
251 290 380 
262 573 672 
782 807 994 
62 451 548 
227 407 868 
382 590 728 
281 600 748 
135 503 647 
387 419 832 
16 242 499 
478 679 821 
601 652 882 
100 128 914 
57 740 832 
247 466 600 
283 597 865 
514 693 719 
545 807 881 
326 483 832 
412 422 725 
418 742 997 
172 525 613 
216 324 981 
560 586 588 
113 635 895 
311 687 960 
621 859 996 
458 864 884 
240 770 975 
301 733 985 
12 567 675 
112 396 421 
234 350 584 
163 427 998 
218 796 802 
153 658 983 
181 435 531 
326 373 739 
112 295 669 
20 24 376 
365 510 784 
209 305 873 
278 391 540 
71 244 638 
19 524 942 
478 565 733 
263 393 455 
490 515 927 
8 200 597 
69 769 787 
210 512 963 
378 421 633 
36 131 588 
101 375 680 
236 794 885 
90 349 721 
187 468 831 
71 549 737 
340 515 646 
462 704 845 
11 211 335 
184 239 650 
216 238 649 
205 369 713 
127 628 985 
30 292 508 
852 912 994 
133 886 982 
100 261 596 
7 590 897 
252 326 502 
49 858 899 
214 306 695 
435 628 967 
277 309 923 
368 467 681 
31 68 193 
542 751 972 
144 317 435 
512 572 590 
6 782 913 
99 333 796 
274 483 794 
219 732 949 
308 589 650 
203 693 985 
184 831 981 
3 335 405 
237 485 623 
565 700 728 
293 573 968 
464 667 896 
65 244 378 
587 634 943 
587 739 952 
279 449 552 
378 436 796 
502 521 523 
437 464 836 
103 692 946 
231 263 363 
282 777 923 
10 11 286 
61 152 159 
19 427 577 
69 181 310 
160 583 880 
200 323 337 
361 411 783 
21 579 878 
471 684 849 
270 701 862 
404 838 915 
72 134 436 
5 500 607 
411 515 554 
120 301 714 
106 118 244 
376 526 959 
746 803 819 
40 501 668 
347 379 812 
319 511 607 
204 613 749 
45 365 549 
121 245 379 
677 758 927 
519 587 954 
64 593 890 
146 462 972 
59 937 981 
187 842 890 
242 415 549 
471 635 857 
214 392 876 
499 509 987 
8 669 847 
425 483 508 
19 58 99 
311 346 729 
262 291 617 
221 482 787 
142 190 417 
428 695 945 
134 557 881 
69 757 758 
261 394 735 
410 429 715 
323 469 694 
311 359 594 
24 193 252 
127 408 430 
389 477 562 
334 422 884 
156 493 944 
28 428 651 
557 837 902 
337 406 579 
54 348 593 
245 386 543 
269 522 733 
26 135 937 
448 517 854 
271 356 922 
122 345 519 
282 586 692 
332 444 658 
514 763 944 
349 571 797 
317 373 759 
114 128 416 
267 622 765 
0 103 517 
113 831 856 
329 377 732 
103 183 742 
419 548 972 
355 418 435 
265 654 990 
12 297 492 
47 754 909 
76 177 354 
2 674 944 
60 815 976 
113 984 988 
88 567 954 
5 89 704 
224 359 503 
250 821 825 
22 24 240 
83 341 590 
495 654 972 
363 450 539 
63 581 782 
383 707 722 
219 613 720 
119 173 716 
128 251 656 
312 538 667 
328 781 916 
353 511 596 
706 858 933 
458 848 874 
169 543 978 
168 482 839 
23 86 132 
65 444 660 
434 856 990 
8 385 425 
213 302 447 
87 137 253 
169 327 750 
57 301 637 
305 541 597 
384 545 836 
599 717 810 
10 193 594 
72 214 397 
117 183 575 
526 776 940 
290 350 807 
264 307 627 
179 748 946 
30 120 511 
235 408 701 
138 763 831 
186 211 382 
61 425 677 
166 209 282 
260 281 361 
210 501 669 
327 391 910 
223 886 972 
85 841 996 
174 202 221 
421 514 628 
375 824 970 
506 531 948 
447 631 977 
167 271 612 
104 150 485 
350 437 572 
178 344 468 
96 596 784 
82 170 511 
662 671 712 
865 874 938 
353 616 933 
676 860 882 
350 878 971 
399 645 936 
532 715 973 
155 197 288 
168 653 732 
206 398 606 
883 916 984 
3 705 840 
146 311 494 
82 167 322 
495 676 833 
229 302 630 
58 380 778 
707 859 915 
569 838 859 
18 463 723 
84 435 533 
131 463 854 
84 257 500 
112 301 812 
209 288 397 
449 554 688 
150 482 759 
195 489 907 
50 403 557 
22 190 269 
37 575 925 
224 570 682 
274 429 663 
25 344 688 
174 360 436 
50 666 904 
181 537 696 
3 79 360 
174 445 581 
103 173 227 
40 450 999 
72 197 797 
36 130 379 
79 155 495 
601 732 997 
482 536 765 
214 393 954 
15 521 915 
97 469 639 
197 207 935 
161 261 476 
566 787 842 
370 852 970 
63 365 542 
69 105 307 
31 540 626 
487 497 624 
16 518 806 
336 698 795 
90 417 564 
43 87 852 
377 939 971 
79 468 583 
205 375 711 
89 774 873 
6 168 666 
374 731 896 
486 614 660 
48 853 893 
595 678 716 
394 500 912 
462 661 697 
234 260 941 
22 830 933 
684 800 992 
233 235 601 
63 964 972 
512 538 978 
144 266 544 
9 350 560 
807 944 958 
375 677 879 
64 224 413 
26 782 872 
65 207 852 
74 371 661 
371 389 935 
153 558 952 
95 149 738 
129 213 406 
187 333 956 
49 169 496 
2 13 26 
78 236 844 
99 503 789 
380 731 810 
205 385 447 
313 750 863 
57 344 736 
0 150 356 
157 810 817 
537 822 962 
20 335 567 
286 556 752 
317 473 635 
41 107 188 
422 643 933 
122 514 873 
70 235 676 
244 506 689 
126 259 662 
345 684 867 
157 627 830 
209 386 461 
171 405 503 
83 356 654 
177 638 863 
115 244 829 
572 796 959 
489 638 895 
36 367 547 
369 865 968 
655 906 951 
125 581 672 
65 227 413 
389 471 704 
395 578 803 
48 359 800 
50 184 793 
103 399 574 
125 217 936 
218 668 862 
55 487 516 
121 297 504 
589 810 881 
361 505 956 
76 454 462 
210 283 851 
535 580 964 
107 625 963 
157 347 739 
241 346 898 
9 442 720 
132 758 983 
311 473 883 
48 805 941 
8 242 500 
70 266 677 
336 468 908 
9 151 623 
251 378 894 
200 680 893 
110 557 915 
730 824 860 
290 425 471 
33 583 924 
34 614 920 
438 715 883 
562 931 995 
69 804 993 
108 280 559 
38 78 695 
173 351 754 
78 326 730 
255 326 490 
157 412 988 
532 546 592 
134 428 996 
247 333 399 
120 598 773 
22 331 992 
131 450 885 
23 325 610 
48 117 280 
799 994 998 
37 711 949 
342 737 980 
35 322 729 
527 642 920 
152 262 493 
10 561 860 
270 556 586 
489 601 794 
285 594 927 
553 761 890 
156 214 761 
171 458 824 
383 561 907 
635 735 823 
502 717 817 
89 749 926 
130 502 739 
505 715 848 
338 706 818 
70 349 607 
191 277 315 
848 859 889 
34 264 597 
47 718 975 
210 777 788 
129 261 620 
258 458 831 
143 700 827 
487 761 971 
110 495 607 
255 502 529 
64 408 448 
239 817 855 
653 750 956 
589 593 844 
362 556 805 
38 454 808 
350 555 891 
475 656 884 
448 540 632 
56 106 123 
88 550 765 
374 607 614 
53 810 942 
38 420 450 
96 308 793 
368 429 436 
547 721 802 
149 225 481 
38 367 502 
86 317 780 
6 66 141 
329 719 994 
415 634 849 
110 288 603 
413 635 746 
8 91 484 
301 832 844 
57 325 910 
813 824 844 
473 766 946 
353 376 725 
57 349 753 
589 788 844 
198 450 534 
103 141 892 
385 703 927 
27 392 979 
483 569 724 
81 640 692 
281 422 800 
221 307 498 
178 700 919 
278 569 912 
481 932 959 
4 703 740 
303 322 669 
56 592 618 
247 640 818 
199 414 560 
169 306 768 
304 521 667 
689 843 980 
65 252 424 
234 296 415 
70 414 724 
37 136 901 
164 268 392 
480 739 895 
324 394 660 
66 137 650 
457 633 696 
121 268 579 
195 950 991 
416 649 860 
415 490 906 
91 389 580 
43 87 747 
1 414 876 
286 396 558 
364 394 943 
157 621 722 
71 696 843 
48 349 833 
257 277 383 
427 835 960 
50 397 529 
161 387 464 
159 229 910 
130 405 482 
33 334 427 
200 507 882 
10 475 686 
106 408 848 
409 535 626 
116 667 904 
20 540 609 
0 192 371 
334 648 934 
233 433 576 
266 791 908 
21 701 860 
171 289 748 
28 248 728 
67 870 959 
206 405 717 
31 475 810 
311 603 965 
273 311 961 
229 520 897 
113 469 536 
198 253 938 
47 242 973 
154 569 691 
104 438 686 
85 388 520 
587 646 764 
18 261 874 
112 276 544 
12 508 517 
116 120 389 
102 150 645 
142 522 703 
136 479 703 
309 359 604 
129 562 698 
183 203 755 
234 284 656 
613 776 853 
73 731 797 
65 842 899 
394 575 992 
309 781 933 
143 188 232 
255 331 745 
192 656 698 
836 850 941 
116 395 993 
62 218 584 
36 177 198 
519 544 630 
62 312 817 
762 887 914 
147 321 486 
409 424 707 
137 659 687 
82 838 858 
716 766 945 
319 765 966 
351 566 824 
412 478 565 
172 678 941 
97 156 200 
550 760 982 
242 509 669 
436 782 941 
208 605 745 
26 295 743 
253 714 795 
497 620 833 
87 700 743 
382 519 605 
237 370 545 
316 735 807 
82 805 947 
626 687 994 
223 816 927 
143 201 861 
214 682 709 
136 402 652 
112 575 798 
458 484 721 
161 214 611 
194 459 818 
510 512 834 
68 113 160 
126 785 919 
341 381 717 
668 799 818 
206 704 936 
194 370 552 
277 568 706 
133 203 211 
123 131 952 
33 76 86 
20 163 215 
17 711 777 
72 465 847 
165 982 995 
301 429 474 
49 655 918 
9 328 353 
572 715 949 
346 770 818 
43 167 883 
662 817 886 
139 678 871 
302 445 874 
383 536 732 
200 357 768 
119 409 861 
54 221 337 
538 722 966 
525 872 892 
186 385 404 
87 189 963 
845 918 971 
698 749 845 
302 590 676 
167 499 536 
700 740 852 
117 543 597 
224 516 832 
419 558 824 
675 796 841 
286 344 710 
87 201 909 
260 708 981 
263 320 666 
142 173 977 
168 399 923 
24 241 963 
436 553 693 
175 237 258 
263 446 587 
191 379 565 
219 778 900 
558 921 949 
375 478 685 
83 379 791 
463 582 915 
299 416 933 
141 769 983 
269 588 741 
157 218 363 
313 340 646 
18 675 912 
106 252 686 
395 640 894 
167 258 927 
175 297 692 
351 377 960 
252 268 860 
78 506 961 
213 378 979 
532 797 901 
71 375 652 
289 327 674 
609 617 844 
316 380 639 
453 526 753 
179 494 745 
128 767 923 
122 755 922 
699 903 958 
24 462 912 
710 730 870 
395 839 863 
609 903 969 
569 706 765 
10 526 865 
36 130 197 
91 163 374 
153 218 638 
339 761 832 
22 158 372 
109 408 721 
219 465 495 
157 227 724 
95 438 966 
218 970 974 
39 543 788 
101 174 389 
201 285 349 
17 489 563 
198 421 953 
114 774 794 
330 621 651 
133 280 813 
327 725 962 
281 367 660 
87 251 798 
307 377 502 
204 495 713 
361 564 927 
331 359 610 
286 478 675 
293 698 800 
265 272 596 
297 492 576 
307 333 462 
138 336 390 
426 436 485 
511 814 909 
449 467 923 
83 105 704 
139 242 872 
148 453 755 
70 584 998 
660 713 781 
574 604 825 
824 910 917 
14 131 768 
621 902 933 
13 369 755 
390 547 716 
230 253 333 
182 479 616 
93 260 952 
345 405 774 
565 631 917 
418 542 635 
250 393 931 
334 486 546 
364 497 860 
59 214 861 
292 793 835 
49 446 891 
126 185 234 
412 784 804 
250 312 588 
269 394 986 
26 126 675 
127 141 546 
691 778 853 
260 604 879 
173 556 812 
420 528 811 
139 336 352 
639 924 954 
151 570 840 
367 423 781 
25 229 330 
170 262 705 
8 304 960 
180 310 962 
275 318 940 
165 689 960 
113 330 864 
410 681 957 
